Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
957,160,24,1300,6,6,1980,1980,0,561,1229,1,1,2,1,5,1,1980,2,462,150,0,5,2009,124000
958,20,70,7420,5,5,1962,1962,0,1057,1057,1,0,3,1,6,0,1977,2,576,0,0,4,2007,132000
959,20,65,8450,7,5,2003,2003,0,1337,1337,2,0,3,1,6,0,2003,2,531,0,39,10,2007,185000
960,160,24,2572,7,5,1999,1999,0,696,1416,2,1,3,1,6,0,1999,2,484,0,44,5,2010,155000
961,20,50,7207,5,7,1958,2008,0,858,858,1,0,2,1,4,0,NA,0,0,117,0,2,2010,116500
962,60,NA,12227,6,7,1977,1995,424,1330,2872,2,1,4,1,11,1,1977,2,619,550,282,7,2008,272000
963,160,24,2308,6,6,1976,1976,0,804,1548,2,1,3,1,7,1,1976,2,440,48,0,7,2007,155000
964,20,122,11923,9,5,2007,2007,0,1800,1800,2,0,2,1,7,0,2007,2,702,288,136,5,2009,239000
965,60,80,11316,7,5,2002,2003,44,817,1894,2,1,4,1,8,1,2002,2,510,0,40,2,2010,214900
966,60,65,10237,6,5,2005,2007,0,783,1484,2,1,3,1,8,1,2005,2,393,0,72,7,2007,178900
967,50,130,9600,5,7,1940,1950,0,728,1308,1,1,2,1,7,2,1940,1,256,0,70,6,2009,160000
968,20,NA,7390,5,7,1955,1955,151,1098,1098,1,0,3,1,6,0,1955,1,260,0,0,7,2008,135000
969,50,50,5925,3,6,1910,1950,0,600,968,1,0,2,1,6,0,NA,0,0,0,0,5,2009,37900
970,190,75,10382,6,5,1958,1958,105,588,1095,1,0,2,1,6,0,1958,1,264,0,0,3,2006,140000
971,50,60,10800,4,4,1949,1950,0,720,1192,1,1,4,1,6,0,NA,0,0,0,0,12,2006,135000
972,160,36,2268,7,5,2003,2004,106,764,1626,2,0,2,1,6,0,2003,2,474,0,27,7,2009,173000
973,120,55,7892,6,5,1979,1979,0,918,918,2,0,2,1,5,1,1979,1,264,28,0,4,2010,99500
974,20,95,11639,7,5,2007,2008,NA,1428,1428,2,0,3,1,6,0,2007,2,480,0,120,12,2008,182000
975,70,60,11414,7,8,1910,1993,0,728,2019,1,0,3,1,8,0,1997,2,532,509,135,10,2009,167500
976,160,NA,2651,7,5,2000,2000,0,673,1382,2,1,3,1,6,0,2000,2,490,153,50,4,2006,165000
977,30,51,5900,4,7,1923,1958,0,440,869,1,0,2,1,4,0,NA,0,0,0,0,8,2006,85500
978,120,35,4274,7,5,2006,2007,NA,1241,1241,1,1,1,1,4,0,2007,2,569,0,116,11,2007,199900
979,20,68,9450,4,5,1954,1954,0,894,894,1,0,3,1,5,0,1999,2,400,0,0,5,2007,110000
980,20,80,8816,5,6,1963,1963,0,1121,1121,1,0,3,1,5,0,1963,2,480,0,80,6,2009,139000
981,85,NA,12122,7,9,1961,2007,210,944,999,1,0,3,1,6,0,1961,2,588,144,76,7,2008,178400
982,60,98,12203,8,5,1998,1999,975,1225,2612,2,1,4,1,8,1,1998,3,676,250,0,7,2009,336000
983,20,43,3182,7,5,2007,2007,16,1266,1266,2,0,2,1,6,1,2007,2,388,100,16,3,2008,159895
984,60,NA,11250,8,5,2002,2002,0,1128,2290,2,1,4,1,9,1,2002,2,779,0,0,5,2008,255900
985,90,75,10125,5,5,1977,1977,0,0,1734,2,0,4,2,8,0,1977,2,539,0,0,8,2009,126000
986,190,68,10880,5,5,1950,1950,0,1164,1164,1,0,3,1,5,0,1950,1,240,0,48,8,2008,125000
987,50,59,5310,6,8,1910,2003,0,485,1635,1,0,2,1,5,0,1950,1,255,394,0,6,2006,117000
988,20,83,10159,9,5,2009,2010,450,1930,1940,2,1,3,1,8,1,2010,3,606,168,95,4,2010,395192
989,60,NA,12046,6,6,1976,1976,298,848,2030,2,1,4,1,8,1,1976,2,551,0,224,6,2007,195000
990,60,65,8125,7,5,2006,2006,0,770,1576,2,1,3,1,6,0,2006,2,614,0,50,8,2006,197000
991,60,82,9452,8,5,1997,1998,423,1396,2392,2,1,3,1,7,1,1997,3,870,0,70,6,2006,348000
992,70,121,17671,8,9,1882,1986,0,916,1742,1,1,4,1,8,1,1925,2,424,0,169,11,2009,168000
993,60,80,9760,6,8,1964,1993,340,822,1851,2,1,3,1,7,1,1964,2,440,239,42,7,2007,187000
994,60,68,8846,6,5,2005,2006,0,750,1500,2,1,3,1,6,0,2005,2,564,0,35,8,2006,173900
995,20,96,12456,10,5,2006,2007,230,1700,1718,2,0,3,1,7,1,2008,3,786,216,48,7,2009,337500
996,50,51,4712,4,7,1946,1950,0,747,1230,1,1,3,1,5,0,1946,1,305,0,57,8,2006,121600
997,20,NA,10659,5,6,1961,1961,0,1050,1050,1,0,3,1,6,0,1961,1,368,0,319,1,2006,136500
998,20,NA,11717,6,6,1970,1970,571,1442,1442,2,0,2,1,6,1,1970,2,615,371,0,2,2009,185000
999,30,60,9786,3,4,1922,1950,0,1007,1077,1,0,3,1,6,1,1922,1,210,0,100,5,2006,91000
1000,20,64,6762,7,5,2006,2006,24,1187,1208,2,0,2,1,6,0,2006,2,632,105,61,2,2010,206000
